sale_id;date;manager;shop;product;brand;count;price;discount;sum
332;07.04.2019;Olga;Star market;Asus X407MA-BV;Asus ;1;850;34;816
333;03.01.2019;Anna;Cristal;Acer Swift 3;Acer ;3;500;0;1500
334;18.04.2019;Paul;Jam;Lenovo IdeaPad L340;Lenovo ;1;380;0;380
335;13.10.2019;Andrey;Jam;Lenovo IdeaPad L340;Lenovo ;3;380;0;1140
336;30.11.2019;John;Star market;HP Pavilion Gaming 15;HP ;3;550;0;1650
337;28.06.2019;Paul;Star market;HP Pavilion Gaming 15;HP ;3;550;0;1650
338;02.11.2019;Olga;Star market;Lenovo Y740;Lenovo ;4;500;50;1800
339;27.10.2019;Andrey;Star market;Dell Inspiron;Dell ;4;700;0;2800
340;05.01.2019;Andrey;Cristal;Lenovo IdeaPad L340;Lenovo ;2;380;0;760
341;23.03.2019;Paul;Cristal;Acer Aspire 5;Acer ;3;550;0;1650
342;09.05.2019;Olga;Star market;Acer Aspire 5;Acer ;5;550;0;2750
343;09.07.2019;Paul;Jam;MSI GF75 Thin;MSI ;3;600;0;1800
344;01.06.2019;Robert;Jam;MSI GF75 Thin;MSI ;2;600;0;1200
345;26.12.2019;John;Star market;Dell Vostro 15;Dell ;5;725;0;3625
346;18.06.2019;Olga;Jam;Prestigio SmartBook 141;Prestigio ;2;475;47,5;855
347;04.01.2019;Robert;Cristal;Dell Vostro 15;Dell ;5;725;0;3625
348;31.08.2019;Andrey;Star market;Dell Inspiron;Dell ;4;700;0;2800
349;13.06.2019;John;Cristal;Acer Swift 3;Acer ;4;500;25;1900
350;15.11.2019;Anna;Jam;Acer Aspire 5;Acer ;5;550;0;2750
351;16.04.2019;Robert;Jam;Asus X407MA-BV;Asus ;3;850;0;2550
352;01.06.2019;Robert;Cristal;Lenovo Y740;Lenovo ;4;500;0;2000
353;05.11.2019;John;Star market;Dell Vostro 15;Dell ;4;725;21,75;2813
354;01.04.2019;Robert;Star market;Acer Aspire 5;Acer ;3;550;0;1650
355;16.04.2019;Anna;Cristal;MSI GF75 Thin;MSI ;1;600;30;570
356;17.01.2019;Linda;Cristal;Asus X407MA-BV;Asus ;5;850;0;4250
357;28.12.2019;Olga;Cristal;Acer Aspire 5;Acer ;5;550;0;2750
358;25.07.2019;John;Jam;Lenovo Y740;Lenovo ;3;500;50;1350
359;03.05.2019;Andrey;Jam;HP 250 G7;HP ;1;520;0;520
360;18.03.2019;Paul;Jam;MSI Modern 14;MSI ;3;600;0;1800
361;03.11.2019;Andrey;Cristal;Asus X407MA-BV;Asus ;5;850;0;4250
362;05.06.2019;Paul;Cristal;Dell Vostro 15;Dell ;4;725;0;2900
363;16.08.2019;Olga;Star market;Dell Vostro 15;Dell ;1;725;21,75;703,25
364;03.05.2019;Linda;Cristal;Lenovo IdeaPad L340;Lenovo ;2;380;0;760
365;27.11.2019;Linda;Star market;Prestigio SmartBook 141;Prestigio ;1;475;0;475
366;24.12.2019;John;Cristal;Lenovo IdeaPad S145;Lenovo ;1;400;0;400
367;09.02.2019;Andrey;Jam;MSI Modern 14;MSI ;1;600;0;600
368;06.07.2019;Anna;Cristal;HP Pavilion Gaming 15;HP ;2;550;55;990
369;02.02.2019;Robert;Star market;Dell Vostro 15;Dell ;5;725;0;3625
370;31.03.2019;John;Jam;MSI GF75 Thin;MSI ;4;600;0;2400
371;27.08.2019;Anna;Jam;MSI GF75 Thin;MSI ;5;600;0;3000
372;19.12.2019;Andrey;Cristal;Acer Aspire 5;Acer ;3;550;0;1650
373;22.04.2019;Anna;Jam;Asus X543MA;Asus ;2;880;26,4;1707,2
374;29.12.2019;Anna;Jam;Prestigio SmartBook 141;Prestigio ;1;475;0;475
375;09.10.2019;John;Jam;MSI Modern 14;MSI ;1;600;0;600
376;08.09.2019;John;Jam;Apple MacBook Pro;Apple ;2;1700;0;3400
377;20.11.2019;Anna;Star market;MSI GF75 Thin;MSI ;1;600;0;600
378;12.11.2019;Robert;Star market;Dell Vostro 15;Dell ;5;725;0;3625
379;23.07.2019;Paul;Cristal;Dell Inspiron;Dell ;3;700;21;2037
380;09.02.2019;Anna;Star market;Dell Inspiron;Dell ;1;700;0;700
381;20.12.2019;Robert;Star market;Asus X543MA;Asus ;1;880;0;880
382;03.03.2019;Andrey;Jam;Apple MacBook Pro;Apple ;5;1700;0;8500
383;14.04.2019;Paul;Cristal;HP Pavilion Gaming 15;HP ;2;550;55;990
384;15.01.2019;Anna;Cristal;Lenovo IdeaPad L340;Lenovo ;5;380;0;1900
385;03.12.2019;Linda;Cristal;HP Pavilion Gaming 15;HP ;1;550;0;550
386;25.05.2019;John;Cristal;Dell Vostro 15;Dell ;2;725;0;1450
387;12.08.2019;Linda;Cristal;Dell Vostro 15;Dell ;4;725;0;2900
388;26.01.2019;Linda;Cristal;Dell Vostro 15;Dell ;2;725;0;1450
389;28.06.2019;Anna;Jam;HP 250 G7;HP ;5;520;0;2600
390;01.10.2019;Anna;Star market;Asus X543MA;Asus ;4;880;0;3520
391;21.03.2019;Olga;Star market;Prestigio SmartBook 141;Prestigio ;1;475;0;475
392;07.01.2019;Robert;Jam;Acer Swift 3;Acer ;4;500;0;2000
393;31.03.2019;Robert;Star market;Lenovo Y740;Lenovo ;1;500;0;500
394;24.02.2019;Paul;Jam;Apple MacBook Pro;Apple ;5;1700;0;8500
395;12.05.2019;Anna;Star market;MSI Modern 14;MSI ;2;600;30;1140
396;19.08.2019;John;Cristal;MSI GF75 Thin;MSI ;2;600;0;1200
397;29.03.2019;Anna;Star market;Lenovo IdeaPad S145;Lenovo ;1;400;0;400
398;29.09.2019;Andrey;Jam;Lenovo IdeaPad L340;Lenovo ;5;380;0;1900
399;29.11.2019;Robert;Star market;Lenovo IdeaPad L340;Lenovo ;5;380;0;1900
400;24.06.2019;Robert;Star market;Lenovo Y740;Lenovo ;5;500;0;2500
401;31.08.2019;John;Jam;Dell Inspiron;Dell ;4;700;0;2800
402;07.05.2019;Andrey;Star market;MSI GF75 Thin;MSI ;2;600;0;1200
403;16.05.2019;Linda;Star market;Lenovo IdeaPad S145;Lenovo ;4;400;0;1600
404;12.06.2019;Paul;Star market;MSI Modern 14;MSI ;2;600;0;1200
405;07.09.2019;John;Jam;Prestigio SmartBook 141;Prestigio ;1;475;0;475
406;06.07.2019;Paul;Cristal;Prestigio SmartBook 141;Prestigio ;2;475;0;950
407;25.07.2019;Andrey;Cristal;HP Pavilion Gaming 15;HP ;1;550;0;550
408;20.06.2019;Linda;Cristal;Asus X543MA;Asus ;1;880;0;880
409;11.05.2019;Linda;Jam;Dell Vostro 15;Dell ;4;725;0;2900
410;14.02.2019;Olga;Cristal;Apple MacBook Pro;Apple ;1;1700;0;1700
411;10.01.2019;Paul;Jam;Lenovo Y740;Lenovo ;2;500;0;1000
412;06.09.2019;Anna;Star market;Dell Inspiron;Dell ;5;700;21;3395
413;26.08.2019;Olga;Star market;Lenovo IdeaPad L340;Lenovo ;3;380;0;1140
414;20.04.2019;Paul;Cristal;HP Pavilion Gaming 15;HP ;3;550;0;1650
415;16.09.2019;John;Star market;Dell Inspiron;Dell ;1;700;21;679
416;02.08.2019;Paul;Star market;Prestigio SmartBook 141;Prestigio ;2;475;0;950
417;19.07.2019;John;Cristal;Acer Swift 3;Acer ;2;500;0;1000
418;01.12.2019;Anna;Jam;MSI Modern 14;MSI ;3;600;0;1800
419;21.12.2019;Linda;Cristal;Dell Inspiron;Dell ;4;700;0;2800
420;12.12.2019;Linda;Cristal;Asus X543MA;Asus ;5;880;0;4400
421;28.04.2019;John;Cristal;Dell Inspiron;Dell ;2;700;0;1400
422;28.06.2019;Paul;Cristal;HP Pavilion Gaming 15;HP ;4;550;0;2200
423;28.01.2019;Linda;Cristal;Lenovo IdeaPad S145;Lenovo ;1;400;0;400
424;21.11.2019;Andrey;Star market;Acer Swift 3;Acer ;5;500;0;2500
425;26.04.2019;Andrey;Star market;Lenovo IdeaPad L340;Lenovo ;2;380;0;760
426;19.04.2019;Paul;Star market;Asus X543MA;Asus ;5;880;0;4400
427;25.06.2019;Linda;Star market;Asus X543MA;Asus ;1;880;0;880
428;31.01.2019;Olga;Cristal;MSI GF75 Thin;MSI ;4;600;0;2400
429;19.11.2019;Anna;Jam;Prestigio SmartBook 141;Prestigio ;5;475;47,5;2137,5
430;13.06.2019;John;Cristal;Apple MacBook Pro;Apple ;2;1700;17;3366
431;18.03.2019;John;Jam;Lenovo Y740;Lenovo ;1;500;0;500
432;23.02.2019;Anna;Star market;Lenovo IdeaPad S145;Lenovo ;2;400;0;800
433;02.07.2019;Andrey;Star market;Apple MacBook Pro;Apple ;1;1700;0;1700
434;17.05.2019;Paul;Star market;Acer Swift 3;Acer ;2;500;0;1000
435;23.03.2019;Olga;Cristal;Asus X543MA;Asus ;2;880;0;1760
436;05.06.2019;Andrey;Cristal;Acer Aspire 5;Acer ;2;550;27,5;1045
437;23.10.2019;Andrey;Jam;HP Pavilion Gaming 15;HP ;5;550;0;2750
438;23.12.2019;Paul;Star market;Asus X407MA-BV;Asus ;4;850;0;3400
439;26.09.2019;John;Jam;HP 250 G7;HP ;3;520;0;1560
440;08.10.2019;Olga;Cristal;Asus X407MA-BV;Asus ;5;850;34;4080
441;03.10.2019;Anna;Cristal;Dell Inspiron;Dell ;5;700;0;3500
442;25.04.2019;Linda;Cristal;Asus X407MA-BV;Asus ;2;850;0;1700
443;14.07.2019;Paul;Cristal;Dell Vostro 15;Dell ;3;725;0;2175
444;31.10.2019;Robert;Jam;Dell Inspiron;Dell ;4;700;0;2800
445;05.05.2019;Anna;Jam;Asus X407MA-BV;Asus ;3;850;0;2550
446;09.11.2019;Anna;Star market;Lenovo IdeaPad S145;Lenovo ;1;400;20;380
447;24.07.2019;Olga;Cristal;Lenovo Y740;Lenovo ;5;500;0;2500
448;21.05.2019;John;Star market;Dell Inspiron;Dell ;3;700;0;2100
449;13.09.2019;Paul;Cristal;Apple MacBook Pro;Apple ;1;1700;0;1700
450;01.12.2019;Andrey;Cristal;Dell Inspiron;Dell ;2;700;0;1400
451;08.05.2019;Olga;Cristal;Apple MacBook Pro;Apple ;5;1700;17;8415
452;21.11.2019;Robert;Jam;HP Pavilion Gaming 15;HP ;1;550;0;550
453;01.10.2019;Robert;Cristal;Asus X407MA-BV;Asus ;5;850;0;4250
454;30.11.2019;Olga;Star market;Prestigio SmartBook 141;Prestigio ;3;475;0;1425
455;28.08.2019;Anna;Cristal;Lenovo IdeaPad S145;Lenovo ;1;400;20;380
456;13.06.2019;Linda;Jam;Dell Inspiron;Dell ;4;700;21;2716
457;06.05.2019;Paul;Star market;Acer Swift 3;Acer ;4;500;0;2000
458;20.11.2019;Robert;Star market;HP 250 G7;HP ;4;520;0;2080
459;13.07.2019;Paul;Star market;Dell Vostro 15;Dell ;3;725;0;2175
460;28.08.2019;Robert;Star market;Acer Swift 3;Acer ;2;500;0;1000
461;30.06.2019;Linda;Jam;Apple MacBook Pro;Apple ;1;1700;0;1700
462;18.06.2019;Andrey;Cristal;HP Pavilion Gaming 15;HP ;3;550;0;1650
463;25.04.2019;Olga;Cristal;Prestigio SmartBook 141;Prestigio ;4;475;0;1900
464;03.01.2019;Paul;Star market;Dell Vostro 15;Dell ;2;725;0;1450
465;06.01.2019;Olga;Jam;HP Pavilion Gaming 15;HP ;2;550;0;1100
466;05.12.2019;John;Star market;Dell Vostro 15;Dell ;2;725;0;1450
467;18.11.2019;Paul;Cristal;Dell Inspiron;Dell ;4;700;0;2800
468;11.10.2019;Linda;Star market;Lenovo IdeaPad L340;Lenovo ;3;380;0;1140
469;21.06.2019;Paul;Cristal;Dell Vostro 15;Dell ;2;725;0;1450
470;05.06.2019;Linda;Star market;Apple MacBook Pro;Apple ;3;1700;0;5100
471;06.10.2019;Andrey;Jam;MSI GF75 Thin;MSI ;1;600;0;600
472;17.01.2019;John;Jam;Apple MacBook Pro;Apple ;4;1700;0;6800
473;16.09.2019;Robert;Jam;Apple MacBook Pro;Apple ;4;1700;17;6732
474;10.07.2019;Olga;Jam;Apple MacBook Pro;Apple ;2;1700;17;3366
475;04.05.2019;Andrey;Cristal;Asus X407MA-BV;Asus ;2;850;0;1700
476;21.08.2019;Andrey;Cristal;Acer Aspire 5;Acer ;2;550;27,5;1045
477;02.10.2019;Robert;Cristal;Dell Inspiron;Dell ;5;700;0;3500
478;21.07.2019;John;Jam;Acer Swift 3;Acer ;3;500;0;1500
479;05.12.2019;Linda;Cristal;Acer Swift 3;Acer ;4;500;25;1900
480;07.10.2019;Linda;Star market;Lenovo IdeaPad S145;Lenovo ;5;400;0;2000
481;19.08.2019;Olga;Jam;Apple MacBook Pro;Apple ;2;1700;0;3400
482;28.02.2019;Robert;Cristal;Dell Inspiron;Dell ;1;700;0;700
483;11.01.2019;Paul;Star market;Lenovo Y740;Lenovo ;3;500;0;1500
484;31.03.2019;Robert;Cristal;MSI GF75 Thin;MSI ;5;600;0;3000
485;27.03.2019;Paul;Jam;Asus X543MA;Asus ;1;880;0;880
486;28.07.2019;Olga;Jam;Lenovo Y740;Lenovo ;3;500;0;1500
487;03.07.2019;Anna;Cristal;MSI Modern 14;MSI ;1;600;0;600
488;23.09.2019;Olga;Jam;Lenovo Y740;Lenovo ;5;500;0;2500
489;08.10.2019;Linda;Cristal;HP 250 G7;HP ;4;520;0;2080
490;19.02.2019;John;Cristal;Acer Aspire 5;Acer ;2;550;0;1100
491;15.06.2019;Anna;Cristal;Lenovo IdeaPad L340;Lenovo ;4;380;0;1520
492;25.01.2019;John;Cristal;Lenovo IdeaPad L340;Lenovo ;1;380;0;380
493;13.02.2019;Olga;Star market;Asus X543MA;Asus ;3;880;0;2640
494;24.07.2019;Paul;Jam;HP Pavilion Gaming 15;HP ;3;550;0;1650
495;17.08.2019;Robert;Cristal;HP Pavilion Gaming 15;HP ;4;550;0;2200
496;13.05.2019;Robert;Jam;Dell Vostro 15;Dell ;3;725;0;2175
497;15.09.2019;John;Star market;Acer Aspire 5;Acer ;2;550;0;1100
498;26.12.2019;Anna;Jam;HP Pavilion Gaming 15;HP ;2;550;55;990
499;03.09.2019;Paul;Star market;HP 250 G7;HP ;3;520;0;1560
500;09.04.2019;Robert;Star market;Asus X407MA-BV;Asus ;3;850;0;2550
501;06.01.2019;Paul;Cristal;Lenovo IdeaPad L340;Lenovo ;2;380;0;760
502;15.03.2019;John;Star market;Acer Aspire 5;Acer ;2;550;0;1100
503;01.11.2019;Paul;Cristal;Prestigio SmartBook 141;Prestigio ;3;475;0;1425
504;07.01.2019;Linda;Jam;Prestigio SmartBook 141;Prestigio ;4;475;0;1900
505;11.01.2019;Linda;Jam;Lenovo Y740;Lenovo ;4;500;0;2000
506;08.07.2019;Linda;Jam;Lenovo IdeaPad S145;Lenovo ;5;400;0;2000
507;15.04.2019;Anna;Star market;Acer Swift 3;Acer ;2;500;0;1000
508;15.07.2019;Paul;Cristal;Lenovo Y740;Lenovo ;1;500;0;500
509;09.02.2019;Robert;Star market;Prestigio SmartBook 141;Prestigio ;4;475;0;1900
510;11.03.2019;Linda;Star market;Dell Inspiron;Dell ;5;700;0;3500
511;20.06.2019;Anna;Jam;MSI GF75 Thin;MSI ;1;600;0;600
512;04.01.2019;Andrey;Cristal;MSI GF75 Thin;MSI ;5;600;30;2850
513;06.05.2019;Robert;Cristal;HP Pavilion Gaming 15;HP ;4;550;0;2200
514;04.11.2019;John;Cristal;MSI Modern 14;MSI ;1;600;0;600
515;05.03.2019;Paul;Star market;Acer Aspire 5;Acer ;5;550;0;2750
516;04.03.2019;Robert;Star market;Dell Inspiron;Dell ;3;700;0;2100
517;13.06.2019;Robert;Jam;HP 250 G7;HP ;3;520;0;1560
518;04.06.2019;Andrey;Cristal;MSI Modern 14;MSI ;4;600;30;2280
519;07.12.2019;Robert;Jam;HP Pavilion Gaming 15;HP ;1;550;0;550
520;29.06.2019;Linda;Star market;Lenovo IdeaPad L340;Lenovo ;1;380;0;380
521;09.12.2019;Andrey;Cristal;Lenovo IdeaPad S145;Lenovo ;3;400;0;1200
522;01.01.2019;Robert;Star market;HP Pavilion Gaming 15;HP ;2;550;55;990
523;23.08.2019;Linda;Star market;Dell Inspiron;Dell ;3;700;21;2037
524;12.10.2019;Robert;Jam;Asus X407MA-BV;Asus ;3;850;0;2550
525;01.02.2019;Paul;Cristal;HP 250 G7;HP ;1;520;0;520
526;29.03.2019;John;Jam;HP 250 G7;HP ;3;520;0;1560
527;13.08.2019;Andrey;Jam;HP 250 G7;HP ;1;520;0;520
528;29.05.2019;John;Star market;Lenovo IdeaPad L340;Lenovo ;5;380;19;1805
529;02.10.2019;Anna;Cristal;Lenovo IdeaPad L340;Lenovo ;2;380;19;722
530;02.04.2019;Andrey;Jam;Asus X407MA-BV;Asus ;3;850;0;2550
531;09.12.2019;Robert;Star market;Asus X543MA;Asus ;5;880;0;4400
532;17.11.2019;Linda;Cristal;Asus X407MA-BV;Asus ;2;850;0;1700
533;03.12.2019;Olga;Cristal;HP 250 G7;HP ;3;520;0;1560
534;22.03.2019;Olga;Cristal;HP Pavilion Gaming 15;HP ;5;550;0;2750
535;31.10.2019;Paul;Jam;Acer Aspire 5;Acer ;5;550;0;2750
536;10.06.2019;Robert;Jam;MSI GF75 Thin;MSI ;4;600;0;2400
537;05.11.2019;Olga;Star market;Acer Aspire 5;Acer ;4;550;27,5;2090
538;20.05.2019;Andrey;Jam;Lenovo IdeaPad S145;Lenovo ;5;400;20;1900
539;13.07.2019;Olga;Star market;Acer Swift 3;Acer ;3;500;0;1500
540;09.07.2019;Linda;Cristal;Asus X543MA;Asus ;4;880;0;3520
541;01.07.2019;Linda;Jam;Dell Vostro 15;Dell ;4;725;0;2900
542;06.04.2019;John;Cristal;Dell Vostro 15;Dell ;3;725;0;2175
543;13.10.2019;Robert;Star market;Lenovo IdeaPad L340;Lenovo ;2;380;0;760
544;14.02.2019;Andrey;Star market;Dell Vostro 15;Dell ;5;725;0;3625
545;28.09.2019;Linda;Jam;HP 250 G7;HP ;5;520;0;2600
546;01.07.2019;Anna;Star market;Acer Swift 3;Acer ;3;500;25;1425
547;10.08.2019;Robert;Star market;HP 250 G7;HP ;1;520;52;468
548;19.11.2019;Linda;Star market;Asus X407MA-BV;Asus ;3;850;0;2550
548;03.01.2019;Andrey;Cristal;Acer Swift 3;Acer ;5;500;0;2500
548;07.02.2019;Olga;Jam;Dell Vostro 15;Dell ;1;725;0;725
548;14.09.2019;John;Star market;MSI GF75 Thin;MSI ;4;600;0;2400
548;01.08.2019;John;Star market;Apple MacBook Pro;Apple ;1;1700;0;1700
548;04.12.2019;Anna;Cristal;Lenovo IdeaPad S145;Lenovo ;5;400;0;2000
548;19.01.2019;Olga;Jam;Asus X543MA;Asus ;3;880;0;2640
548;29.10.2019;Linda;Star market;Acer Swift 3;Acer ;3;500;0;1500
548;05.10.2019;Robert;Cristal;Dell Inspiron;Dell ;3;700;0;2100
548;01.02.2019;Paul;Jam;Lenovo IdeaPad S145;Lenovo ;4;400;0;1600
548;27.12.2019;Robert;Cristal;Acer Aspire 5;Acer ;5;550;0;2750
548;30.04.2019;Paul;Cristal;HP Pavilion Gaming 15;HP ;5;550;0;2750
548;16.03.2019;Andrey;Cristal;Acer Aspire 5;Acer ;2;550;0;1100
548;02.03.2019;John;Jam;Asus X407MA-BV;Asus ;1;850;34;816
548;08.06.2019;Robert;Jam;MSI Modern 14;MSI ;2;600;0;1200
548;11.02.2019;Anna;Star market;Acer Swift 3;Acer ;4;500;25;1900
548;19.04.2019;Olga;Cristal;Dell Inspiron;Dell ;4;700;0;2800
548;17.04.2019;Olga;Star market;Acer Swift 3;Acer ;1;500;0;500
548;29.12.2019;Robert;Cristal;Prestigio SmartBook 141;Prestigio ;3;475;0;1425
548;28.09.2019;Anna;Cristal;Dell Inspiron;Dell ;4;700;0;2800
548;18.03.2019;Olga;Jam;Lenovo Y740;Lenovo ;3;500;50;1350
548;21.08.2019;Anna;Jam;Lenovo IdeaPad L340;Lenovo ;2;380;19;722
548;14.10.2019;Paul;Cristal;Dell Inspiron;Dell ;5;700;0;3500
548;20.01.2019;Anna;Cristal;Asus X407MA-BV;Asus ;5;850;0;4250
548;26.01.2019;Olga;Star market;Asus X407MA-BV;Asus ;4;850;0;3400
548;06.09.2019;Anna;Star market;Lenovo IdeaPad S145;Lenovo ;1;400;0;400
548;18.09.2019;John;Cristal;Prestigio SmartBook 141;Prestigio ;3;475;0;1425
548;12.09.2019;Anna;Cristal;HP Pavilion Gaming 15;HP ;4;550;55;1980
548;11.02.2019;Olga;Jam;Lenovo IdeaPad S145;Lenovo ;2;400;0;800
548;16.11.2019;John;Star market;HP Pavilion Gaming 15;HP ;3;550;0;1650
548;23.11.2019;Andrey;Star market;Asus X543MA;Asus ;1;880;0;880
548;19.05.2019;Anna;Cristal;Asus X543MA;Asus ;2;880;0;1760
548;23.05.2019;Paul;Jam;Asus X543MA;Asus ;5;880;0;4400
548;01.09.2019;Anna;Star market;Acer Aspire 5;Acer ;2;550;0;1100
548;03.12.2019;Anna;Cristal;HP 250 G7;HP ;4;520;0;2080
548;27.07.2019;Andrey;Cristal;Lenovo Y740;Lenovo ;3;500;0;1500
548;04.01.2019;Andrey;Star market;Lenovo Y740;Lenovo ;2;500;0;1000
548;29.03.2019;Robert;Jam;Lenovo IdeaPad S145;Lenovo ;1;400;0;400
548;08.12.2019;Linda;Star market;Asus X407MA-BV;Asus ;5;850;0;4250
548;27.08.2019;Linda;Jam;Prestigio SmartBook 141;Prestigio ;4;475;0;1900
548;04.02.2019;John;Jam;Prestigio SmartBook 141;Prestigio ;3;475;47,5;1282,5
548;02.09.2019;Paul;Cristal;HP 250 G7;HP ;5;520;0;2600
548;10.07.2019;John;Cristal;Lenovo IdeaPad S145;Lenovo ;5;400;20;1900
548;29.07.2019;Olga;Cristal;Dell Inspiron;Dell ;2;700;21;1358
548;06.12.2019;Andrey;Star market;Lenovo IdeaPad L340;Lenovo ;5;380;19;1805
548;29.04.2019;Linda;Cristal;Acer Aspire 5;Acer ;2;550;27,5;1045
548;06.08.2019;Paul;Cristal;HP 250 G7;HP ;1;520;0;520
548;26.03.2019;Anna;Star market;Asus X407MA-BV;Asus ;4;850;0;3400
548;02.04.2019;Andrey;Jam;HP 250 G7;HP ;1;520;0;520
548;24.07.2019;Paul;Star market;Acer Swift 3;Acer ;2;500;0;1000
548;07.07.2019;Paul;Star market;Acer Aspire 5;Acer ;5;550;0;2750
548;09.03.2019;Anna;Star market;Dell Inspiron;Dell ;5;700;0;3500
548;16.09.2019;Robert;Jam;Lenovo Y740;Lenovo ;1;500;0;500
548;20.02.2019;Olga;Cristal;Lenovo Y740;Lenovo ;1;500;0;500
548;03.06.2019;John;Star market;Prestigio SmartBook 141;Prestigio ;4;475;0;1900
548;18.03.2019;Robert;Star market;MSI Modern 14;MSI ;5;600;0;3000
548;29.03.2019;Paul;Star market;Lenovo IdeaPad L340;Lenovo ;3;380;0;1140
548;16.05.2019;Linda;Cristal;MSI Modern 14;MSI ;5;600;0;3000
548;18.01.2019;Robert;Jam;HP Pavilion Gaming 15;HP ;5;550;0;2750
548;30.12.2019;Olga;Cristal;MSI GF75 Thin;MSI ;2;600;30;1140
548;01.05.2019;John;Star market;Lenovo IdeaPad L340;Lenovo ;5;380;19;1805
548;06.03.2019;John;Jam;Asus X543MA;Asus ;4;880;0;3520
548;06.01.2019;Paul;Star market;Dell Vostro 15;Dell ;3;725;21,75;2109,75
548;11.05.2019;Andrey;Cristal;Asus X407MA-BV;Asus ;4;850;0;3400
548;20.09.2019;Robert;Cristal;HP Pavilion Gaming 15;HP ;4;550;0;2200
548;02.12.2019;John;Jam;MSI GF75 Thin;MSI ;5;600;0;3000
548;01.12.2019;Robert;Star market;Apple MacBook Pro;Apple ;3;1700;0;5100
548;11.08.2019;John;Star market;HP 250 G7;HP ;2;520;0;1040
548;18.10.2019;Robert;Jam;Acer Swift 3;Acer ;2;500;0;1000
548;13.02.2019;Paul;Jam;MSI GF75 Thin;MSI ;1;600;0;600
548;10.01.2019;Linda;Cristal;Dell Inspiron;Dell ;5;700;0;3500
548;17.08.2019;Linda;Jam;Lenovo IdeaPad L340;Lenovo ;2;380;0;760
548;01.01.2019;Robert;Cristal;Apple MacBook Pro;Apple ;1;1700;0;1700
548;27.08.2019;Olga;Jam;Asus X407MA-BV;Asus ;3;850;0;2550
548;22.10.2019;Robert;Jam;Asus X407MA-BV;Asus ;2;850;0;1700
548;30.10.2019;Linda;Cristal;MSI Modern 14;MSI ;5;600;0;3000
548;24.11.2019;Anna;Cristal;HP 250 G7;HP ;5;520;0;2600
548;16.10.2019;Paul;Star market;Prestigio SmartBook 141;Prestigio ;1;475;47,5;427,5
548;31.01.2019;Andrey;Cristal;Prestigio SmartBook 141;Prestigio ;3;475;0;1425
548;06.05.2019;Olga;Cristal;Lenovo IdeaPad L340;Lenovo ;2;380;19;722
548;29.06.2019;Robert;Jam;Lenovo Y740;Lenovo ;1;500;0;500
548;30.04.2019;Andrey;Star market;Dell Vostro 15;Dell ;3;725;21,75;2109,75
548;07.07.2019;Linda;Jam;Lenovo IdeaPad S145;Lenovo ;3;400;20;1140
548;20.07.2019;John;Star market;Lenovo IdeaPad L340;Lenovo ;3;380;0;1140
548;16.12.2019;Robert;Star market;HP Pavilion Gaming 15;HP ;1;550;0;550
548;31.12.2019;Andrey;Cristal;Asus X407MA-BV;Asus ;3;850;0;2550
548;23.02.2019;Paul;Jam;Apple MacBook Pro;Apple ;2;1700;17;3366
548;09.05.2019;Robert;Star market;Prestigio SmartBook 141;Prestigio ;4;475;47,5;1710
548;28.06.2019;Robert;Star market;Acer Swift 3;Acer ;2;500;0;1000
548;20.04.2019;Robert;Jam;Acer Aspire 5;Acer ;2;550;0;1100
548;17.09.2019;John;Star market;Lenovo Y740;Lenovo ;3;500;0;1500
548;09.05.2019;Anna;Cristal;Dell Inspiron;Dell ;3;700;21;2037
548;16.05.2019;John;Star market;Dell Inspiron;Dell ;5;700;21;3395
548;05.08.2019;Anna;Jam;MSI Modern 14;MSI ;4;600;0;2400
548;26.09.2019;Robert;Cristal;Lenovo Y740;Lenovo ;4;500;0;2000
548;15.10.2019;Linda;Star market;Lenovo IdeaPad L340;Lenovo ;5;380;0;1900
548;07.01.2019;Olga;Cristal;Lenovo Y740;Lenovo ;5;500;0;2500
548;27.04.2019;Anna;Cristal;Lenovo IdeaPad S145;Lenovo ;5;400;20;1900
548;31.01.2019;Robert;Cristal;MSI GF75 Thin;MSI ;5;600;0;3000
548;08.07.2019;Linda;Jam;Asus X543MA;Asus ;2;880;26,4;1707,2
548;21.09.2019;Anna;Jam;Lenovo IdeaPad L340;Lenovo ;5;380;0;1900
548;01.03.2019;Robert;Star market;Asus X543MA;Asus ;4;880;0;3520
548;24.05.2019;Andrey;Jam;Apple MacBook Pro;Apple ;1;1700;0;1700
548;16.09.2019;Paul;Cristal;Lenovo IdeaPad S145;Lenovo ;5;400;0;2000
548;23.03.2019;Andrey;Jam;Acer Swift 3;Acer ;2;500;0;1000
548;26.06.2019;Anna;Jam;MSI GF75 Thin;MSI ;5;600;30;2850
548;03.10.2019;Andrey;Cristal;Asus X407MA-BV;Asus ;4;850;0;3400
548;09.06.2019;Linda;Cristal;Acer Aspire 5;Acer ;4;550;0;2200
548;21.01.2019;Andrey;Star market;Dell Inspiron;Dell ;3;700;0;2100
548;31.12.2019;Linda;Jam;Acer Swift 3;Acer ;1;500;0;500
548;09.04.2019;Robert;Cristal;HP 250 G7;HP ;4;520;0;2080
548;27.11.2019;John;Jam;MSI GF75 Thin;MSI ;1;600;0;600
548;22.11.2019;Anna;Star market;Prestigio SmartBook 141;Prestigio ;3;475;0;1425
