id	date	manager_id	shop	refund	refund_sum	product	price	count	summ	discount
253	2019-08-28	Tim	Elixir	FALSE	0	product_Y	236	4	834	11.704811295494437
254	2019-10-07	John	Elixir	FALSE	0	product_Z	141	5	705	0
254	2019-10-07	John	Elixir	FALSE	0	product_J	390	3	1170	0
254	2019-10-07	John	Elixir	FALSE	0	product_S	372	4	1488	0
254	2019-10-07	John	Elixir	FALSE	0	product_R	333	2	666	0
254	2019-10-07	John	Elixir	FALSE	0	product_D	330	5	1650	0
255	2019-07-07	Julia	Elixir	FALSE	0	product_H	317	4	1268	0
255	2019-07-07	Julia	Elixir	FALSE	0	product_Y	236	5	1006	14.77704213000834
255	2019-07-07	Julia	Elixir	FALSE	0	product_C	319	5	1595	0
255	2019-07-07	Julia	Elixir	FALSE	0	product_A	250	3	750	0
256	2019-01-19	Jack	BrandShop	FALSE	0	product_Z	141	4	564	0
256	2019-01-19	Jack	BrandShop	FALSE	0	product_X	143	4	572	0
256	2019-01-19	Jack	BrandShop	FALSE	0	product_K	227	4	908	0
256	2019-01-19	Jack	BrandShop	FALSE	0	product_B	269	3	807	0
256	2019-01-19	Jack	BrandShop	FALSE	0	product_M	214	4	856	0
256	2019-01-19	Jack	BrandShop	FALSE	0	product_Y	236	4	944	0
257	2019-04-28	Julia	WhiteShop	FALSE	0	product_H	317	4	1268	0
257	2019-04-28	Julia	WhiteShop	FALSE	0	product_I	399	4	1596	0
257	2019-04-28	Julia	WhiteShop	FALSE	0	product_G	147	2	274	6.664320146664977
257	2019-04-28	Julia	WhiteShop	FALSE	0	product_W	152	4	608	0
257	2019-04-28	Julia	WhiteShop	FALSE	0	product_J	390	3	1170	0
258	2019-06-30	John	Elixir	FALSE	0	product_B	269	3	807	0
258	2019-06-30	John	Elixir	FALSE	0	product_O	281	3	843	0
259	2019-05-14	Paul	MarketStar	FALSE	0	product_A	250	4	1000	0
259	2019-05-14	Paul	MarketStar	FALSE	0	product_W	152	4	608	0
259	2019-05-14	Paul	MarketStar	FALSE	0	product_Z	141	3	423	0
260	2019-05-23	John	MarketStar	FALSE	0	product_S	372	5	1860	0
261	2019-01-12	Jack	MarketStar	FALSE	0	product_G	147	3	441	0
261	2019-01-12	Jack	MarketStar	FALSE	0	product_P	110	3	330	0
261	2019-01-12	Jack	MarketStar	FALSE	0	product_K	227	4	908	0
261	2019-01-12	Jack	MarketStar	FALSE	0	product_V	381	5	1905	0
261	2019-01-12	Jack	MarketStar	FALSE	0	product_Y	236	4	823	12.854257596191019
262	2019-03-26	Paul	WhiteShop	FALSE	0	product_Z	141	5	705	0
262	2019-03-26	Paul	WhiteShop	FALSE	0	product_C	319	4	1276	0
262	2019-03-26	Paul	WhiteShop	FALSE	0	product_X	143	4	572	0
262	2019-03-26	Paul	WhiteShop	FALSE	0	product_N	259	4	1036	0
262	2019-03-26	Paul	WhiteShop	FALSE	0	product_Q	245	3	735	0
263	2019-06-10	Julia	Elixir	FALSE	0	product_S	372	4	1310	11.975129654165357
263	2019-06-10	Julia	Elixir	FALSE	0	product_H	317	3	812	14.61305245058611
263	2019-06-10	Julia	Elixir	FALSE	0	product_F	186	3	558	0
263	2019-06-10	Julia	Elixir	FALSE	0	product_L	261	6	1566	0
264	2019-01-06	Bill	WhiteShop	FALSE	0	product_N	259	2	518	0
264	2019-01-06	Bill	WhiteShop	FALSE	0	product_X	143	4	496	13.261752284597605
264	2019-01-06	Bill	WhiteShop	FALSE	0	product_P	110	5	550	0
264	2019-01-06	Bill	WhiteShop	FALSE	0	product_C	319	5	1595	0
265	2019-01-16	Alex	BrandShop	FALSE	0	product_B	269	6	1435	11.08575934311375
266	2019-04-26	Tom	MarketStar	FALSE	0	product_M	214	3	642	0
266	2019-04-26	Tom	MarketStar	FALSE	0	product_H	317	3	951	0
266	2019-04-26	Tom	MarketStar	FALSE	0	product_Z	141	5	705	0
266	2019-04-26	Tom	MarketStar	FALSE	0	product_C	319	3	957	0
267	2019-06-08	Alex	MarketStar	FALSE	0	product_N	259	3	777	0
267	2019-06-08	Alex	MarketStar	FALSE	0	product_L	261	4	1044	0
267	2019-06-08	Alex	MarketStar	FALSE	0	product_B	269	5	1198	10.922074182890356
267	2019-06-08	Alex	MarketStar	FALSE	0	product_H	317	4	1268	0
267	2019-06-08	Alex	MarketStar	FALSE	0	product_W	152	6	912	0
267	2019-06-08	Alex	MarketStar	FALSE	0	product_R	333	3	999	0
268	2019-06-21	Jack	MarketStar	FALSE	0	product_J	390	5	1950	0
268	2019-06-21	Jack	MarketStar	FALSE	0	product_Y	236	3	708	0
268	2019-06-21	Jack	MarketStar	FALSE	0	product_Z	141	5	705	0
269	2019-10-06	Anna	MarketStar	FALSE	0	product_D	330	3	990	0
269	2019-10-06	Anna	MarketStar	FALSE	0	product_T	323	5	1615	0
269	2019-10-06	Anna	MarketStar	FALSE	0	product_B	269	4	1076	0
269	2019-10-06	Anna	MarketStar	FALSE	0	product_F	186	5	930	0
270	2019-03-01	Paul	WhiteShop	FALSE	0	product_J	390	6	2340	0
270	2019-03-01	Paul	WhiteShop	FALSE	0	product_O	281	6	1686	0
270	2019-03-01	Paul	WhiteShop	FALSE	0	product_F	186	4	744	0
270	2019-03-01	Paul	WhiteShop	FALSE	0	product_S	372	5	1860	0
271	2019-10-20	Jack	MarketStar	FALSE	0	product_B	269	4	1076	0
271	2019-10-20	Jack	MarketStar	FALSE	0	product_P	110	4	440	0
272	2019-06-09	John	MarketStar	FALSE	0	product_L	261	4	1044	0
272	2019-06-09	John	MarketStar	FALSE	0	product_D	330	6	1980	0
272	2019-06-09	John	MarketStar	FALSE	0	product_R	333	4	1332	0
272	2019-06-09	John	MarketStar	TRUE	254	product_Z	141	2	282	0
272	2019-06-09	John	MarketStar	FALSE	0	product_N	259	5	1198	7.51268147258088
272	2019-06-09	John	MarketStar	FALSE	0	product_I	399	4	1596	0
273	2019-08-24	Bill	BrandShop	FALSE	0	product_N	259	3	777	0
273	2019-08-24	Bill	BrandShop	FALSE	0	product_H	317	4	1268	0
274	2019-07-24	John	MarketStar	FALSE	0	product_Z	141	5	705	0
274	2019-07-24	John	MarketStar	FALSE	0	product_J	390	4	1560	0
274	2019-07-24	John	MarketStar	FALSE	0	product_I	399	4	1596	0
274	2019-07-24	John	MarketStar	FALSE	0	product_U	151	3	453	0
274	2019-07-24	John	MarketStar	FALSE	0	product_S	372	3	1023	8.374287416227162
275	2019-04-21	Anna	BrandShop	TRUE	861	product_C	319	3	957	0
275	2019-04-21	Anna	BrandShop	FALSE	0	product_E	221	4	884	0
275	2019-04-21	Anna	BrandShop	FALSE	0	product_J	390	4	1476	5.36007096292451
275	2019-04-21	Anna	BrandShop	FALSE	0	product_K	227	4	908	0
275	2019-04-21	Anna	BrandShop	FALSE	0	product_V	381	4	1524	0
276	2019-11-20	Tom	BrandShop	FALSE	0	product_I	399	4	1596	0
276	2019-11-20	Tom	BrandShop	FALSE	0	product_U	151	4	604	0
276	2019-11-20	Tom	BrandShop	FALSE	0	product_D	330	6	1980	0
276	2019-11-20	Tom	BrandShop	FALSE	0	product_O	281	2	562	0
276	2019-11-20	Tom	BrandShop	FALSE	0	product_C	319	3	957	0
277	2019-04-17	Jack	Elixir	FALSE	0	product_G	147	4	588	0
277	2019-04-17	Jack	Elixir	FALSE	0	product_L	261	4	1044	0
277	2019-04-17	Jack	Elixir	FALSE	0	product_I	399	4	1596	0
277	2019-04-17	Jack	Elixir	FALSE	0	product_Q	245	4	980	0
277	2019-04-17	Jack	Elixir	FALSE	0	product_T	323	4	1292	0
278	2019-08-07	Alex	BrandShop	FALSE	0	product_J	390	3	1170	0
278	2019-08-07	Alex	BrandShop	FALSE	0	product_V	381	4	1524	0
278	2019-08-07	Alex	BrandShop	TRUE	770	product_M	214	4	856	0
278	2019-08-07	Alex	BrandShop	FALSE	0	product_O	281	3	760	9.844275179784745
278	2019-08-07	Alex	BrandShop	FALSE	0	product_B	269	4	1004	6.679233659524471
279	2019-12-24	Tim	MarketStar	FALSE	0	product_B	269	4	1076	0
279	2019-12-24	Tim	MarketStar	FALSE	0	product_U	151	5	755	0
279	2019-12-24	Tim	MarketStar	FALSE	0	product_M	214	5	1070	0
280	2019-09-20	Jack	Elixir	FALSE	0	product_H	317	6	1902	0
280	2019-09-20	Jack	Elixir	FALSE	0	product_Q	245	5	1225	0
280	2019-09-20	Jack	Elixir	FALSE	0	product_B	269	2	495	7.9763976112008095
280	2019-09-20	Jack	Elixir	FALSE	0	product_Z	141	4	564	0
281	2019-05-27	Julia	Elixir	FALSE	0	product_S	372	3	1116	0
281	2019-05-27	Julia	Elixir	FALSE	0	product_D	330	4	1320	0
281	2019-05-27	Julia	Elixir	FALSE	0	product_P	110	6	582	11.765837424900383
282	2019-03-24	Alex	MarketStar	FALSE	0	product_D	330	3	990	0
282	2019-03-24	Alex	MarketStar	FALSE	0	product_V	381	4	1524	0
282	2019-03-24	Alex	MarketStar	FALSE	0	product_B	269	4	1076	0
282	2019-03-24	Alex	MarketStar	FALSE	0	product_Z	141	4	564	0
282	2019-03-24	Alex	MarketStar	FALSE	0	product_U	151	5	755	0
283	2019-05-02	John	WhiteShop	FALSE	0	product_S	372	4	1488	0
283	2019-05-02	John	WhiteShop	FALSE	0	product_K	227	6	1362	0
283	2019-05-02	John	WhiteShop	FALSE	0	product_M	214	5	1070	0
284	2019-03-15	Tom	Elixir	FALSE	0	product_V	381	3	983	13.996814370620996
284	2019-03-15	Tom	Elixir	FALSE	0	product_I	399	3	1197	0
284	2019-03-15	Tom	Elixir	FALSE	0	product_H	317	5	1585	0
284	2019-03-15	Tom	Elixir	FALSE	0	product_S	372	5	1860	0
284	2019-03-15	Tom	Elixir	FALSE	0	product_T	323	3	875	9.742080683354288
284	2019-03-15	Tom	Elixir	FALSE	0	product_E	221	3	663	0
285	2019-02-01	Alex	BrandShop	FALSE	0	product_P	110	5	550	0
285	2019-02-01	Alex	BrandShop	FALSE	0	product_V	381	3	1038	9.2066177749075
286	2019-04-05	Tom	Elixir	FALSE	0	product_S	372	4	1488	0
286	2019-04-05	Tom	Elixir	FALSE	0	product_I	399	3	1197	0
286	2019-04-05	Tom	Elixir	FALSE	0	product_A	250	6	1500	0
286	2019-04-05	Tom	Elixir	FALSE	0	product_R	333	4	1191	10.602221020963043
287	2019-10-01	Eric	MarketStar	FALSE	0	product_K	227	6	1362	0
287	2019-10-01	Eric	MarketStar	FALSE	0	product_O	281	3	843	0
287	2019-10-01	Eric	MarketStar	TRUE	1199	product_R	333	4	1332	0
287	2019-10-01	Eric	MarketStar	FALSE	0	product_M	214	4	856	0
287	2019-10-01	Eric	MarketStar	FALSE	0	product_H	317	5	1585	0
288	2019-07-12	John	Elixir	FALSE	0	product_Y	236	4	944	0
288	2019-07-12	John	Elixir	FALSE	0	product_B	269	4	1076	0
288	2019-07-12	John	Elixir	FALSE	0	product_F	186	3	485	13.020158638246357
289	2019-06-17	Eric	Elixir	FALSE	0	product_Y	236	5	1180	0
289	2019-06-17	Eric	Elixir	FALSE	0	product_S	372	3	1116	0
289	2019-06-17	Eric	Elixir	FALSE	0	product_Q	245	3	735	0
289	2019-06-17	Eric	Elixir	FALSE	0	product_I	399	4	1596	0
289	2019-06-17	Eric	Elixir	FALSE	0	product_Z	141	4	564	0
289	2019-06-17	Eric	Elixir	FALSE	0	product_X	143	4	572	0
290	2019-01-29	Anna	Elixir	FALSE	0	product_F	186	4	744	0
290	2019-01-29	Anna	Elixir	FALSE	0	product_P	110	4	440	0
290	2019-01-29	Anna	Elixir	FALSE	0	product_B	269	4	1076	0
291	2019-05-02	Tim	Elixir	FALSE	0	product_B	269	5	1345	0
291	2019-05-02	Tim	Elixir	FALSE	0	product_V	381	5	1626	14.638518143910915
291	2019-05-02	Tim	Elixir	FALSE	0	product_C	319	4	1276	0
292	2019-03-07	Julia	Elixir	FALSE	0	product_E	221	3	663	0
292	2019-03-07	Julia	Elixir	FALSE	0	product_Z	141	4	564	0
292	2019-03-07	Julia	Elixir	FALSE	0	product_R	333	5	1665	0
293	2019-12-12	Alex	BrandShop	FALSE	0	product_K	227	3	681	0
293	2019-12-12	Alex	BrandShop	FALSE	0	product_V	381	1	381	0
293	2019-12-12	Alex	BrandShop	FALSE	0	product_P	110	4	440	0
293	2019-12-12	Alex	BrandShop	FALSE	0	product_I	399	7	2793	0
294	2019-04-28	Paul	BrandShop	FALSE	0	product_I	399	3	1197	0
294	2019-04-28	Paul	BrandShop	FALSE	0	product_D	330	4	1213	8.095498732291162
294	2019-04-28	Paul	BrandShop	FALSE	0	product_W	152	3	456	0
294	2019-04-28	Paul	BrandShop	FALSE	0	product_C	319	4	1276	0
294	2019-04-28	Paul	BrandShop	TRUE	637	product_Y	236	3	708	0
294	2019-04-28	Paul	BrandShop	FALSE	0	product_Q	245	4	980	0
295	2019-10-12	Tom	WhiteShop	FALSE	0	product_Z	141	4	564	0
295	2019-10-12	Tom	WhiteShop	FALSE	0	product_R	333	4	1219	8.465562309138477
295	2019-10-12	Tom	WhiteShop	FALSE	0	product_B	269	3	807	0
295	2019-10-12	Tom	WhiteShop	FALSE	0	product_I	399	3	1197	0
295	2019-10-12	Tom	WhiteShop	FALSE	0	product_A	250	6	1500	0
296	2019-11-14	John	BrandShop	FALSE	0	product_C	319	6	1914	0
296	2019-11-14	John	BrandShop	FALSE	0	product_R	333	3	999	0
296	2019-11-14	John	BrandShop	FALSE	0	product_V	381	2	762	0
297	2019-09-03	Anna	Elixir	FALSE	0	product_N	259	4	1036	0
297	2019-09-03	Anna	Elixir	FALSE	0	product_K	227	2	454	0
297	2019-09-03	Anna	Elixir	FALSE	0	product_V	381	5	1905	0
298	2019-03-06	Julia	WhiteShop	FALSE	0	product_J	390	2	780	0
298	2019-03-06	Julia	WhiteShop	FALSE	0	product_S	372	3	1116	0
299	2019-10-07	Tim	BrandShop	FALSE	0	product_M	214	3	642	0
299	2019-10-07	Tim	BrandShop	FALSE	0	product_P	110	5	550	0
299	2019-10-07	Tim	BrandShop	FALSE	0	product_F	186	5	930	0
300	2019-02-16	Jack	WhiteShop	FALSE	0	product_R	333	3	999	0
300	2019-02-16	Jack	WhiteShop	FALSE	0	product_U	151	3	453	0
300	2019-02-16	Jack	WhiteShop	FALSE	0	product_T	323	4	1292	0
300	2019-02-16	Jack	WhiteShop	FALSE	0	product_Y	236	4	944	0
300	2019-02-16	Jack	WhiteShop	FALSE	0	product_J	390	4	1560	0
301	2019-06-23	Jack	WhiteShop	FALSE	0	product_N	259	3	731	5.9329793020151556
301	2019-06-23	Jack	WhiteShop	FALSE	0	product_Z	141	5	705	0
301	2019-06-23	Jack	WhiteShop	FALSE	0	product_O	281	4	1124	0
301	2019-06-23	Jack	WhiteShop	FALSE	0	product_C	319	3	957	0
302	2019-04-15	Anna	MarketStar	FALSE	0	product_E	221	5	1105	0
302	2019-04-15	Anna	MarketStar	FALSE	0	product_Y	236	5	1180	0
302	2019-04-15	Anna	MarketStar	FALSE	0	product_H	317	3	951	0
302	2019-04-15	Anna	MarketStar	FALSE	0	product_N	259	5	1215	6.179407434538007
302	2019-04-15	Anna	MarketStar	FALSE	0	product_A	250	5	1250	0
302	2019-04-15	Anna	MarketStar	FALSE	0	product_W	152	5	760	0
303	2019-06-26	Jack	WhiteShop	FALSE	0	product_S	372	4	1488	0
303	2019-06-26	Jack	WhiteShop	FALSE	0	product_A	250	4	1000	0
303	2019-06-26	Jack	WhiteShop	FALSE	0	product_P	110	4	440	0
304	2019-11-22	Eric	Elixir	FALSE	0	product_Z	141	4	564	0
304	2019-11-22	Eric	Elixir	FALSE	0	product_H	317	4	1268	0
304	2019-11-22	Eric	Elixir	FALSE	0	product_P	110	3	330	0
304	2019-11-22	Eric	Elixir	FALSE	0	product_F	186	6	1116	0
304	2019-11-22	Eric	Elixir	FALSE	0	product_B	269	5	1345	0
305	2019-03-28	Tim	Elixir	FALSE	0	product_Q	245	6	1470	0
305	2019-03-28	Tim	Elixir	FALSE	0	product_X	143	5	715	0
306	2019-11-10	Jack	WhiteShop	FALSE	0	product_B	269	3	807	0
306	2019-11-10	Jack	WhiteShop	FALSE	0	product_E	221	4	832	5.8554907771758735
306	2019-11-10	Jack	WhiteShop	FALSE	0	product_I	399	2	798	0
306	2019-11-10	Jack	WhiteShop	FALSE	0	product_K	227	4	908	0
306	2019-11-10	Jack	WhiteShop	FALSE	0	product_X	143	5	666	6.794687081128359
307	2019-10-12	Julia	BrandShop	FALSE	0	product_G	147	6	882	0
307	2019-10-12	Julia	BrandShop	FALSE	0	product_R	333	4	1332	0
307	2019-10-12	Julia	BrandShop	FALSE	0	product_F	186	2	372	0
307	2019-10-12	Julia	BrandShop	FALSE	0	product_I	399	3	1197	0
307	2019-10-12	Julia	BrandShop	FALSE	0	product_Q	245	5	1225	0
308	2019-01-04	Eric	BrandShop	FALSE	0	product_G	147	3	402	8.740753810852766
308	2019-01-04	Eric	BrandShop	FALSE	0	product_B	269	3	807	0
308	2019-01-04	Eric	BrandShop	FALSE	0	product_J	390	7	2730	0
308	2019-01-04	Eric	BrandShop	FALSE	0	product_R	333	7	2331	0
309	2019-10-06	Jack	WhiteShop	FALSE	0	product_I	399	4	1596	0
309	2019-10-06	Jack	WhiteShop	FALSE	0	product_N	259	6	1554	0
309	2019-10-06	Jack	WhiteShop	FALSE	0	product_P	110	4	440	0
310	2019-03-12	Bill	MarketStar	FALSE	0	product_Q	245	4	859	12.351603338029236
310	2019-03-12	Bill	MarketStar	FALSE	0	product_T	323	2	646	0
311	2019-05-11	John	BrandShop	FALSE	0	product_I	399	2	798	0
311	2019-05-11	John	BrandShop	FALSE	0	product_E	221	3	663	0
311	2019-05-11	John	BrandShop	FALSE	0	product_P	110	4	440	0
311	2019-05-11	John	BrandShop	FALSE	0	product_Q	245	5	1225	0
311	2019-05-11	John	BrandShop	FALSE	0	product_R	333	5	1665	0
312	2019-05-20	Julia	MarketStar	FALSE	0	product_B	269	3	807	0
312	2019-05-20	Julia	MarketStar	FALSE	0	product_G	147	3	441	0
312	2019-05-20	Julia	MarketStar	FALSE	0	product_F	186	5	930	0
312	2019-05-20	Julia	MarketStar	FALSE	0	product_O	281	5	1405	0
313	2019-06-14	Tom	MarketStar	FALSE	0	product_L	261	5	1305	0
313	2019-06-14	Tom	MarketStar	FALSE	0	product_U	151	4	604	0
314	2019-05-29	John	WhiteShop	FALSE	0	product_C	319	5	1595	0
314	2019-05-29	John	WhiteShop	FALSE	0	product_I	399	3	1197	0
314	2019-05-29	John	WhiteShop	FALSE	0	product_J	390	4	1560	0
315	2019-09-16	Julia	WhiteShop	FALSE	0	product_S	372	5	1860	0
315	2019-09-16	Julia	WhiteShop	FALSE	0	product_H	317	3	951	0
315	2019-09-16	Julia	WhiteShop	FALSE	0	product_T	323	5	1615	0
315	2019-09-16	Julia	WhiteShop	FALSE	0	product_W	152	4	608	0
316	2019-05-19	Anna	BrandShop	FALSE	0	product_F	186	2	372	0
316	2019-05-19	Anna	BrandShop	FALSE	0	product_H	317	6	1684	11.438585442956537
316	2019-05-19	Anna	BrandShop	FALSE	0	product_O	281	7	1967	0
316	2019-05-19	Anna	BrandShop	FALSE	0	product_Q	245	4	980	0
317	2019-01-05	Bill	MarketStar	FALSE	0	product_A	250	4	1000	0
317	2019-01-05	Bill	MarketStar	FALSE	0	product_T	323	6	1938	0
317	2019-01-05	Bill	MarketStar	TRUE	684	product_W	152	5	760	0
317	2019-01-05	Bill	MarketStar	FALSE	0	product_L	261	4	1044	0
317	2019-01-05	Bill	MarketStar	FALSE	0	product_R	333	5	1665	0
317	2019-01-05	Bill	MarketStar	TRUE	1404	product_J	390	4	1560	0
318	2019-03-23	Alex	MarketStar	FALSE	0	product_G	147	4	588	0
318	2019-03-23	Alex	MarketStar	FALSE	0	product_K	227	4	908	0
318	2019-03-23	Alex	MarketStar	FALSE	0	product_P	110	5	550	0
318	2019-03-23	Alex	MarketStar	FALSE	0	product_F	186	4	744	0
319	2019-11-07	Eric	WhiteShop	FALSE	0	product_I	399	3	1197	0
319	2019-11-07	Eric	WhiteShop	FALSE	0	product_U	151	4	604	0
320	2019-06-10	Anna	Elixir	FALSE	0	product_P	110	3	330	0
320	2019-06-10	Anna	Elixir	FALSE	0	product_U	151	4	530	12.184617640450597
320	2019-06-10	Anna	Elixir	FALSE	0	product_W	152	5	760	0
321	2019-01-10	Paul	BrandShop	FALSE	0	product_K	227	5	1135	0
321	2019-01-10	Paul	BrandShop	FALSE	0	product_N	259	4	1036	0
322	2019-06-04	Eric	Elixir	FALSE	0	product_J	390	4	1560	0
322	2019-06-04	Eric	Elixir	FALSE	0	product_U	151	4	604	0
322	2019-06-04	Eric	Elixir	FALSE	0	product_R	333	4	1332	0
323	2019-09-07	Jack	WhiteShop	FALSE	0	product_I	399	3	1051	12.223332305438817
323	2019-09-07	Jack	WhiteShop	FALSE	0	product_Y	236	5	1180	0
324	2019-02-01	Alex	MarketStar	FALSE	0	product_V	381	2	703	7.722410976421088
324	2019-02-01	Alex	MarketStar	FALSE	0	product_K	227	4	908	0
324	2019-02-01	Alex	MarketStar	FALSE	0	product_C	319	4	1276	0
325	2019-09-22	Tim	WhiteShop	FALSE	0	product_X	143	4	572	0
325	2019-09-22	Tim	WhiteShop	FALSE	0	product_B	269	3	690	14.486034917645156
325	2019-09-22	Tim	WhiteShop	FALSE	0	product_O	281	5	1405	0
325	2019-09-22	Tim	WhiteShop	FALSE	0	product_P	110	4	440	0
326	2019-01-20	Tom	Elixir	FALSE	0	product_N	259	3	686	11.653991993516684
326	2019-01-20	Tom	Elixir	FALSE	0	product_K	227	5	1135	0
327	2019-10-12	Bill	MarketStar	FALSE	0	product_G	147	4	588	0
327	2019-10-12	Bill	MarketStar	FALSE	0	product_Z	141	4	564	0
327	2019-10-12	Bill	MarketStar	FALSE	0	product_E	221	3	663	0
328	2019-03-05	Julia	MarketStar	FALSE	0	product_X	143	4	572	0
328	2019-03-05	Julia	MarketStar	FALSE	0	product_R	333	4	1332	0
328	2019-03-05	Julia	MarketStar	FALSE	0	product_Q	245	5	1225	0
328	2019-03-05	Julia	MarketStar	FALSE	0	product_Y	236	4	944	0
328	2019-03-05	Julia	MarketStar	FALSE	0	product_T	323	4	1292	0
329	2019-09-23	Alex	WhiteShop	FALSE	0	product_X	143	5	715	0
329	2019-09-23	Alex	WhiteShop	FALSE	0	product_L	261	4	1044	0
330	2019-10-24	Julia	BrandShop	FALSE	0	product_P	110	3	330	0
330	2019-10-24	Julia	BrandShop	FALSE	0	product_T	323	5	1615	0
330	2019-10-24	Julia	BrandShop	FALSE	0	product_J	390	4	1560	0
331	2019-10-21	Bill	BrandShop	FALSE	0	product_Y	236	3	708	0
331	2019-10-21	Bill	BrandShop	FALSE	0	product_J	390	3	1170	0
332	2019-01-15	Jack	BrandShop	FALSE	0	product_T	323	4	1292	0
332	2019-01-15	Jack	BrandShop	FALSE	0	product_F	186	3	558	0
332	2019-01-15	Jack	BrandShop	FALSE	0	product_R	333	4	1332	0
332	2019-01-15	Jack	BrandShop	FALSE	0	product_Z	141	4	481	14.692412859294564
332	2019-01-15	Jack	BrandShop	FALSE	0	product_C	319	4	1276	0
333	2019-09-08	Jack	BrandShop	FALSE	0	product_B	269	4	1007	6.4151649246923625
333	2019-09-08	Jack	BrandShop	FALSE	0	product_W	152	4	608	0
333	2019-09-08	Jack	BrandShop	FALSE	0	product_I	399	5	1995	0
333	2019-09-08	Jack	BrandShop	FALSE	0	product_Z	141	3	367	13.134662699885666
333	2019-09-08	Jack	BrandShop	FALSE	0	product_F	186	5	930	0
334	2019-02-11	Tom	WhiteShop	FALSE	0	product_T	323	4	1292	0
334	2019-02-11	Tom	WhiteShop	FALSE	0	product_D	330	5	1650	0
334	2019-02-11	Tom	WhiteShop	TRUE	817	product_K	227	4	908	0
334	2019-02-11	Tom	WhiteShop	FALSE	0	product_P	110	5	550	0
334	2019-02-11	Tom	WhiteShop	FALSE	0	product_Z	141	5	705	0
335	2019-02-11	Paul	WhiteShop	FALSE	0	product_L	261	2	522	0
335	2019-02-11	Paul	WhiteShop	FALSE	0	product_S	372	4	1488	0
336	2019-07-13	Julia	MarketStar	FALSE	0	product_A	250	4	1000	0
336	2019-07-13	Julia	MarketStar	FALSE	0	product_M	214	6	1284	0
336	2019-07-13	Julia	MarketStar	FALSE	0	product_G	147	3	441	0
336	2019-07-13	Julia	MarketStar	FALSE	0	product_U	151	3	453	0
336	2019-07-13	Julia	MarketStar	FALSE	0	product_D	330	4	1320	0
336	2019-07-13	Julia	MarketStar	FALSE	0	product_F	186	4	744	0
337	2019-12-08	Bill	BrandShop	FALSE	0	product_U	151	4	604	0
337	2019-12-08	Bill	BrandShop	FALSE	0	product_R	333	3	999	0
337	2019-12-08	Bill	BrandShop	FALSE	0	product_Q	245	2	490	0
337	2019-12-08	Bill	BrandShop	TRUE	547	product_W	152	4	608	0
338	2019-06-28	Tom	Elixir	FALSE	0	product_D	330	5	1650	0
338	2019-06-28	Tom	Elixir	TRUE	544	product_U	151	4	604	0
338	2019-06-28	Tom	Elixir	FALSE	0	product_B	269	3	807	0
338	2019-06-28	Tom	Elixir	FALSE	0	product_F	186	4	744	0
338	2019-06-28	Tom	Elixir	TRUE	1004	product_S	372	3	1116	0
339	2019-10-07	Jack	Elixir	FALSE	0	product_A	250	6	1500	0
339	2019-10-07	Jack	Elixir	FALSE	0	product_X	143	3	429	0
339	2019-10-07	Jack	Elixir	FALSE	0	product_U	151	5	755	0
339	2019-10-07	Jack	Elixir	FALSE	0	product_N	259	5	1219	5.832362377550453
339	2019-10-07	Jack	Elixir	FALSE	0	product_W	152	4	608	0
340	2019-04-16	Tom	MarketStar	FALSE	0	product_G	147	4	548	6.841244304087013
340	2019-04-16	Tom	MarketStar	FALSE	0	product_T	323	6	1938	0
340	2019-04-16	Tom	MarketStar	TRUE	297	product_P	110	3	330	0
340	2019-04-16	Tom	MarketStar	FALSE	0	product_V	381	5	1634	14.229306080378592
340	2019-04-16	Tom	MarketStar	FALSE	0	product_Y	236	4	944	0
341	2019-08-20	Paul	MarketStar	FALSE	0	product_N	259	3	777	0
342	2019-12-23	John	MarketStar	FALSE	0	product_P	110	5	550	0
342	2019-12-23	John	MarketStar	FALSE	0	product_B	269	5	1345	0
342	2019-12-23	John	MarketStar	FALSE	0	product_T	323	3	969	0
342	2019-12-23	John	MarketStar	FALSE	0	product_R	333	3	916	8.264909700956196
343	2019-05-10	Jack	MarketStar	FALSE	0	product_X	143	4	572	0
343	2019-05-10	Jack	MarketStar	FALSE	0	product_U	151	2	302	0
343	2019-05-10	Jack	MarketStar	FALSE	0	product_A	250	3	750	0
344	2019-11-18	Julia	Elixir	FALSE	0	product_A	250	5	1250	0
345	2019-09-15	Eric	MarketStar	FALSE	0	product_J	390	3	1170	0
345	2019-09-15	Eric	MarketStar	FALSE	0	product_H	317	4	1268	0
345	2019-09-15	Eric	MarketStar	FALSE	0	product_I	399	3	1197	0
345	2019-09-15	Eric	MarketStar	FALSE	0	product_D	330	4	1320	0
346	2019-09-06	Anna	WhiteShop	FALSE	0	product_W	152	3	456	0
346	2019-09-06	Anna	WhiteShop	FALSE	0	product_H	317	5	1585	0
347	2019-02-22	Anna	Elixir	FALSE	0	product_R	333	4	1332	0
347	2019-02-22	Anna	Elixir	FALSE	0	product_A	250	3	750	0
347	2019-02-22	Anna	Elixir	FALSE	0	product_H	317	4	1268	0
347	2019-02-22	Anna	Elixir	FALSE	0	product_M	214	5	1070	0
348	2019-05-23	Jack	WhiteShop	FALSE	0	product_R	333	5	1665	0
348	2019-05-23	Jack	WhiteShop	FALSE	0	product_H	317	4	1268	0
348	2019-05-23	Jack	WhiteShop	FALSE	0	product_W	152	4	608	0
